,Unnamed: 0,id,idContext,info,disease,type,context,question,result,A,B,C,D,evidence_A_other,evidence_B_other,evidence_C_other,evidence_D_other
591,6240,400080.0,662.0,Triệu_chứng .,viêm ruột_thừa .,Single-Choice.,"Triệu_chứng viêm ruột_thừa như_thế_nào ? Dưới đây là các triệu_chứng kinh_điển khi bị viêm ruột_thừa : Đau bụng xuất_phát ở quanh rốn hoặc phía trên rốn , chủ_yếu là cảm_giác nặng bụng khó_chịu hoặc đau nhẹ . Sau đó , cơn đau di_chuyển đến góc dưới bụng bên phải và khu_trú ở đó . Lúc này đau bụng rõ_ràng hơn , đau tăng lên khi bệnh_nhân cử_động , ho , và khi thăm_khám . Sờ bụng bệnh_nhân có_thể có cảm_giác cứng . Chán ăn , giảm ngon_miệng . Buồn_nôn và nôn ngay sau khi đau bụng . Không sốt hoặc sốt nhẹ . Sốt cao là biểu_hiện của tình_trạng nặng khi viêm ruột_thừa đến muộn hay viêm ruột_thừa bị vỡ . Rối_loạn tiêu_hoá với biểu_hiện táo_bón , tiêu_chảy hoặc không_trung tiện được cũng có_thể gặp . Các triệu_chứng trên thường chỉ xuất_hiện trong khoảng 50 % trường_hợp , số còn lại thường không có triệu_chứng điển_hình , đặc_biệt ở nhóm bệnh_nhân bao_gồm trẻ_em , phụ_nữ mang thai và người già . Trẻ_em bị viêm ruột_thừa có tiêu_chảy , nôn_mửa , chán ăn , đau bụng dễ gây chẩn_đoán nhầm và bỏ sót viêm ruột_thừa . Vì_vậy trẻ_em có biểu_hiện của rối_loạn tiêu_hoá cần được đưa đến các cơ_sở y_tế để thăm_khám , loại_trừ các bệnh_cảnh cấp_cứu ngoại_khoa , bao_gồm viêm ruột_thừa . Ở phụ_nữ mang thai , các triệu_chứng đau bụng và buồn_nôn thường được nghĩ tới các bệnh_cảnh khác và viêm ruột_thừa dễ bị lãng_quên . Người cao_tuổi bị viêm ruột_thừa thường biểu_hiện các triệu_chứng kín_đáo , không đặc_trưng nên việc chẩn_đoán và điều_trị bị trì_hoãn . Vì_thế biến_chứng ruột_thừa viêm bị vỡ có_thể với tỷ_lệ khá cao , khoảng 30 % các trường_hợp .","Anh Hùng cách đây không lâu đã bị viêm ruột_thừa , trải qua quá_trình thăm_khám và điều_trị kịp_thời đã giúp_sức khoẻ của anh đỡ hơn . Sau khi chữa_trị , anh lo_lắng liệu bệnh viêm ruột_thừa của mình có để lại biến_chứng nào không và tỷ_lệ mắc lại là bao_nhiêu ?",C.,10% .,20% .,Cờ : .,40% .,,,,
592,6242,400081.0,662.0,Triệu_chứng .,viêm ruột_thừa .,Multi-Choice.,"Triệu_chứng viêm ruột_thừa như_thế_nào ? Dưới đây là các triệu_chứng kinh_điển khi bị viêm ruột_thừa : Đau bụng xuất_phát ở quanh rốn hoặc phía trên rốn , chủ_yếu là cảm_giác nặng bụng khó_chịu hoặc đau nhẹ . Sau đó , cơn đau di_chuyển đến góc dưới bụng bên phải và khu_trú ở đó . Lúc này đau bụng rõ_ràng hơn , đau tăng lên khi bệnh_nhân cử_động , ho , và khi thăm_khám . Sờ bụng bệnh_nhân có_thể có cảm_giác cứng . Chán ăn , giảm ngon_miệng . Buồn_nôn và nôn ngay sau khi đau bụng . Không sốt hoặc sốt nhẹ . Sốt cao là biểu_hiện của tình_trạng nặng khi viêm ruột_thừa đến muộn hay viêm ruột_thừa bị vỡ . Rối_loạn tiêu_hoá với biểu_hiện táo_bón , tiêu_chảy hoặc không_trung tiện được cũng có_thể gặp . Các triệu_chứng trên thường chỉ xuất_hiện trong khoảng 50 % trường_hợp , số còn lại thường không có triệu_chứng điển_hình , đặc_biệt ở nhóm bệnh_nhân bao_gồm trẻ_em , phụ_nữ mang thai và người già . Trẻ_em bị viêm ruột_thừa có tiêu_chảy , nôn_mửa , chán ăn , đau bụng dễ gây chẩn_đoán nhầm và bỏ sót viêm ruột_thừa . Vì_vậy trẻ_em có biểu_hiện của rối_loạn tiêu_hoá cần được đưa đến các cơ_sở y_tế để thăm_khám , loại_trừ các bệnh_cảnh cấp_cứu ngoại_khoa , bao_gồm viêm ruột_thừa . Ở phụ_nữ mang thai , các triệu_chứng đau bụng và buồn_nôn thường được nghĩ tới các bệnh_cảnh khác và viêm ruột_thừa dễ bị lãng_quên . Người cao_tuổi bị viêm ruột_thừa thường biểu_hiện các triệu_chứng kín_đáo , không đặc_trưng nên việc chẩn_đoán và điều_trị bị trì_hoãn . Vì_thế biến_chứng ruột_thừa viêm bị vỡ có_thể với tỷ_lệ khá cao , khoảng 30 % các trường_hợp .",Bệnh viêm ruột_thừa là một trong những bệnh_cảnh cấp_cứu . Bệnh sẽ rất nguy_hiểm nếu không được chữa_trị đúng cách và kịp_thời . Chúng_ta có_thể nhận_biết bệnh qua những triệu_chứng noà dưới đây ?,"A , B , C , D.",Đau bụng xuất_phát ở quanh rốn hoặc phía trên rốn .,Buồn_nôn và nôn ngay sau khi đau bụng .,Không sốt hoặc sốt cao .,"Rối_loạn tiêu_hoá với biểu_hiện táo_bón , tiêu_chảy hoặc không_trung tiện .",,,,
593,6244,400082.0,662.0,Triệu_chứng .,viêm ruột_thừa .,Multi-Choice.,"Triệu_chứng viêm ruột_thừa như_thế_nào ? Dưới đây là các triệu_chứng kinh_điển khi bị viêm ruột_thừa : Đau bụng xuất_phát ở quanh rốn hoặc phía trên rốn , chủ_yếu là cảm_giác nặng bụng khó_chịu hoặc đau nhẹ . Sau đó , cơn đau di_chuyển đến góc dưới bụng bên phải và khu_trú ở đó . Lúc này đau bụng rõ_ràng hơn , đau tăng lên khi bệnh_nhân cử_động , ho , và khi thăm_khám . Sờ bụng bệnh_nhân có_thể có cảm_giác cứng . Chán ăn , giảm ngon_miệng . Buồn_nôn và nôn ngay sau khi đau bụng . Không sốt hoặc sốt nhẹ . Sốt cao là biểu_hiện của tình_trạng nặng khi viêm ruột_thừa đến muộn hay viêm ruột_thừa bị vỡ . Rối_loạn tiêu_hoá với biểu_hiện táo_bón , tiêu_chảy hoặc không_trung tiện được cũng có_thể gặp . Các triệu_chứng trên thường chỉ xuất_hiện trong khoảng 50 % trường_hợp , số còn lại thường không có triệu_chứng điển_hình , đặc_biệt ở nhóm bệnh_nhân bao_gồm trẻ_em , phụ_nữ mang thai và người già . Trẻ_em bị viêm ruột_thừa có tiêu_chảy , nôn_mửa , chán ăn , đau bụng dễ gây chẩn_đoán nhầm và bỏ sót viêm ruột_thừa . Vì_vậy trẻ_em có biểu_hiện của rối_loạn tiêu_hoá cần được đưa đến các cơ_sở y_tế để thăm_khám , loại_trừ các bệnh_cảnh cấp_cứu ngoại_khoa , bao_gồm viêm ruột_thừa . Ở phụ_nữ mang thai , các triệu_chứng đau bụng và buồn_nôn thường được nghĩ tới các bệnh_cảnh khác và viêm ruột_thừa dễ bị lãng_quên . Người cao_tuổi bị viêm ruột_thừa thường biểu_hiện các triệu_chứng kín_đáo , không đặc_trưng nên việc chẩn_đoán và điều_trị bị trì_hoãn . Vì_thế biến_chứng ruột_thừa viêm bị vỡ có_thể với tỷ_lệ khá cao , khoảng 30 % các trường_hợp .","Được biết , trong số các trường_hợp của bệnh viêm ruột_thừa , chỉ có khoảng 50% trường_hợp xuất_hiện các triệu_chứng rõ_ràng , còn lại thường không có triệu_chứng điển_hình . Trong số các trường_hợp dưới đây , những trường_hợp nào thuộc khó nhận_biết ?","B , C , D.",Trẻ sơ_sinh .,Trẻ_em .,Phụ_nữ có_thai .,Người cao_tuổi .,,,,
594,6287,400262.0,573.0,Nguyên_nhân .,Viêm tuỵ cấp .,Multi-Choice.,"Trong hầu_hết các trường_hợp , nguyên_nhân viêm tuỵ cấp là do sỏi mật hoặc sử_dụng rượu nặng . Các nguyên_nhân khác bao_gồm thuốc , bệnh tự miễn , nhiễm_trùng , chấn_thương , rối_loạn chuyển_hoá và phẫu_thuật . Có tới 15 % người bị viêm tuỵ cấp chưa tim được nguyên_nhân .","Chị Diệu , 25 tuổi , được chẩn_đoán mắc bệnh viêm tuỵ cấp . Chị cho biết bản_thân mình không có tiền_sử sỏi mật hay thói_quen uống rượu nặng . Nguyên_nhân khác có_thể dẫn đến căn_bệnh này của chị là gì ?","A , B.",Nhiễm_trùng .,Rối_loạn chuyển_hoá .,Sử_dụng chất kích_thích .,Thiếu ngủ .,,,,
595,6289,400261.0,573.0,Nguyên_nhân .,Viêm tuỵ cấp .,Multi-Choice.,"Trong hầu_hết các trường_hợp , nguyên_nhân viêm tuỵ cấp là do sỏi mật hoặc sử_dụng rượu nặng . Các nguyên_nhân khác bao_gồm thuốc , bệnh tự miễn , nhiễm_trùng , chấn_thương , rối_loạn chuyển_hoá và phẫu_thuật . Có tới 15 % người bị viêm tuỵ cấp chưa tim được nguyên_nhân .","Chị Quỳnh được chẩn_đoán mắc bệnh viêm tuỵ cấp ở độ tuổi 25 sau khi có các dấu_hiệu như đau bụng , sốt và ói mửa . Chị thắc_mắc vì sao bản_thân lại mắc bệnh này ? Nguyên_nhân thường thấy dẫn đến viêm tuỵ cấp ?","B , C.",Rối_loạn chuyển_hoá .,Sỏi mật .,Uống rượu nặng .,Biến_chứng của phẫu_thuật .,,,,
596,6291,400260.0,573.0,Nguyên_nhân .,Viêm tuỵ cấp .,Single-Choice.,"Trong hầu_hết các trường_hợp , nguyên_nhân viêm tuỵ cấp là do sỏi mật hoặc sử_dụng rượu nặng . Các nguyên_nhân khác bao_gồm thuốc , bệnh tự miễn , nhiễm_trùng , chấn_thương , rối_loạn chuyển_hoá và phẫu_thuật . Có tới 15 % người bị viêm tuỵ cấp chưa tim được nguyên_nhân .","Trong quá_trình thống_kê về căn_bệnh viêm tuỵ cấp , hầu_hết nguyên_nhân chính của bệnh là sỏi mật hoặc uống rượu quá mức cũng như một_số nguyên_nhân khác . Dẫu vậy , số_lượng người mắc bệnh này nhưng không tìm được nguyên_nhân vẫn chiếm tỉ_lệ đáng chú_ý . Tỷ_lệ này chiếm bao_nhiêu phần_trăm ?",B.,10% .,15% .,20% .,25% .,,,,
597,6332,300266.0,505.0,Đường lây_truyền .,Sùi mào_gà .,Multi-Choice.,Trung_tâm kiểm_soát và phòng_ngừa dịch_bệnh ( CDC ) ước_tính rằng gần như tất_cả những người hoạt_động tình_dục sẽ bị nhiễm ít_nhất một loại virus tại một_số thời_điểm trong cuộc_đời của họ . Các yếu_tố có_thể làm tăng nguy_cơ bị nhiễm_bệnh bao_gồm : Quan_hệ tình_dục không an_toàn với nhiều bạn tình . Bị các bệnh khác có lây_truyền qua đường tình_dục . Quan_hệ tình_dục với bạn tình có mắc bệnh_tình dục mà không biết . Quan_hệ tình_dục khi ở tuổi vị_thành_niên .,"Chị Hoàng , 17 tuổi , quan_hệ tình_dục lần đầu vào cùng năm này , chị chỉ quan_hệ tình_dục với 1 người bạn trai của chị . Chị không rõ bạn trại chị có mắc bệnh gì về đường tình_dục không và không rõ có quan_hệ tình_dục với ai khác ngoài chị không . Sau quan_hệ tình_dục , chị bị ngứa và có huyết trắng âm_đạo vài ngày sau lần quan_hệ này . Các yếu_tố nguy_cơ nào có_thể gặp ở chị Hoàn làm tăng khả_năng mắc bệnh Sùi mào_gà ?","B , C , D.",Quan_hệ tình_dục không an_toàn với nhiều bạn tình .,Bị các bệnh khác có lây_truyền qua đường tình_dục .,Quan_hệ tình_dục với bạn tình có mắc bệnh_tình dục mà không biết .,Quan_hệ tình_dục khi ở tuổi vị_thành_niên .,,,,
598,6334,300264.0,505.0,Đường lây_truyền .,Sùi mào_gà .,Single-Choice.,Trung_tâm kiểm_soát và phòng_ngừa dịch_bệnh ( CDC ) ước_tính rằng gần như tất_cả những người hoạt_động tình_dục sẽ bị nhiễm ít_nhất một loại virus tại một_số thời_điểm trong cuộc_đời của họ . Các yếu_tố có_thể làm tăng nguy_cơ bị nhiễm_bệnh bao_gồm : Quan_hệ tình_dục không an_toàn với nhiều bạn tình . Bị các bệnh khác có lây_truyền qua đường tình_dục . Quan_hệ tình_dục với bạn tình có mắc bệnh_tình dục mà không biết . Quan_hệ tình_dục khi ở tuổi vị_thành_niên .,"HPV được xem là nguyên_nhân hàng_đầu trong các bệnh lây_truyền qua đường tình_dục ( Sexually transmitted infection – STI ) . Có rất nhiều loại virus HPV khác nhau . Không phải tất_cả trong số đó đều gây bệnh nghiêm_trọng . Theo Trung_tâm kiểm_soát và phòng_ngừa dịch_bệnh ( CDC ) , ước_tính những đối_tượng nào dưới đây sẽ bị nhiễm ít_nhất một loại virus tại một_số thời_điểm trong cuộc_đời của họ ?",A.,Gần như tất_cả những người hoạt_động tình_dục .,Những người quan_hệ tình_dục không an_toàn với nhiều bạn tình .,Những người bị các bệnh khác có lây_truyền qua đường tình_dục .,Những người quan_hệ tình_dục với bạn tình có mắc bệnh_tình dục mà không biết .,,,,
599,6335,300265.0,505.0,Đường lây_truyền .,Sùi mào_gà .,Multi-Choice.,Trung_tâm kiểm_soát và phòng_ngừa dịch_bệnh ( CDC ) ước_tính rằng gần như tất_cả những người hoạt_động tình_dục sẽ bị nhiễm ít_nhất một loại virus tại một_số thời_điểm trong cuộc_đời của họ . Các yếu_tố có_thể làm tăng nguy_cơ bị nhiễm_bệnh bao_gồm : Quan_hệ tình_dục không an_toàn với nhiều bạn tình . Bị các bệnh khác có lây_truyền qua đường tình_dục . Quan_hệ tình_dục với bạn tình có mắc bệnh_tình dục mà không biết . Quan_hệ tình_dục khi ở tuổi vị_thành_niên .,"Trung_tâm kiểm_soát và phòng_ngừa dịch_bệnh ( CDC ) ước_tính rằng gần như tất_cả những người hoạt_động tình_dục sẽ bị nhiễm ít_nhất một loại virus tại một_số thời_điểm trong cuộc_đời của họ . Trong các yếu_tố dưới đây , yếu_tố nào có_thể làm tăng nguy_cơ nhiễm_bệnh ?","A , B , C , D.",Quan_hệ tình_dục không an_toàn với nhiều bạn tình .,Bị các bệnh khác có lây_truyền qua đường tình_dục .,Quan_hệ tình_dục với bạn tình có mắc bệnh_tình dục mà không biết .,Quan_hệ tình_dục khi ở tuổi vị_thành_niên .,,,,
600,6410,300218.0,378.0,Đối_tượng nguy_cơ .,Kawasaki ( viêm mạch_máu ) .,Multi-Choice.,"Trẻ_em là đối_tượng chủ_yếu mắc bệnh Kawasaki , hầu_hết bệnh Kawasaki ở trẻ nhỏ đều xuất_hiện ở trẻ dưới 5 tuổi . Thống_kê cho thấy , trẻ_trai thường mắc bệnh Kawasaki nhiều hơn trẻ nữ , tỷ_lệ mắc bệnh Kawasaki nam / nữ là khoảng 2/1 . Như đã đề_cập ở trên , trẻ_em Nhật_Bản và những người gốc Á có nguy_cơ mắc bệnh Kawasaki cao hơn các đối_tượng khác .","Dựa vào dữ_liệu thống_kê , có thông_tin nào cho thấy mức_độ mắc bệnh Kawasaki ( Viêm mạch_máu ) có sự khác_biệt giữa trẻ_trai và trẻ gái . Nếu có sự khác_biệt ấy thì tỷ_lệ mắc bệnh Kawasaki giữa hai giới_tính được thể_hiện như_thế_nào ?","A , C.",Tỷ_lệ trẻ_trai mắc bệnh nhiều hơn trẻ nữ .,Tỷ_lệ bé gái mắc bệnh nhiều hơn trẻ nam .,Tỷ_lệ mắc bệnh nam / nữ là 2/1 .,Tỷ_lệ mắc bệnh nữ / nam là 2/1 .,,,,
601,6412,300216.0,378.0,Đối_tượng nguy_cơ .,Kawasaki ( viêm mạch_máu ) .,Single-Choice.,"Trẻ_em là đối_tượng chủ_yếu mắc bệnh Kawasaki , hầu_hết bệnh Kawasaki ở trẻ nhỏ đều xuất_hiện ở trẻ dưới 5 tuổi . Thống_kê cho thấy , trẻ_trai thường mắc bệnh Kawasaki nhiều hơn trẻ nữ , tỷ_lệ mắc bệnh Kawasaki nam / nữ là khoảng 2/1 . Như đã đề_cập ở trên , trẻ_em Nhật_Bản và những người gốc Á có nguy_cơ mắc bệnh Kawasaki cao hơn các đối_tượng khác .","Kawasaki ( Viêm mạch_máu ) được biết là một bệnh_lý rất nguy_hiểm , bệnh không_những gây ảnh_hưởng tới sức_khoẻ mà_còn ảnh_hưởng tới đời_sống của người_bệnh mắc phải căn_bệnh này . Có_thể nói bất_cứ ai cũng có_thể mắc bệnh . Tuy_nhiên , đối_tượng chủ_yếu mắc bệnh này là ai ?",B.,Người cao_tuổi .,Trẻ_em .,Thanh_thiếu_niên .,Người_lớn .,,,,
