,id,context,type,result,question,A,B,C,D
718,00200281,"Dấu hiệu và triệu chứng của lao phổi được biểu hiện dưới những hiện tượng sau: Dấu hiệu quan trọng nhất là người bệnh bị ho kéo dài liên tục hơn 2 tuần, có thể là ho khan, ho đờm hoặc nghiêm trọng hơn là ho ra máu. Cơ thể có biểu hiện mệt mỏi, giảm cân và mất cảm giác thèm ăn. Người bệnh bị đau ngực thậm chí là khó thở. Bị ra mồ hôi vào ban đêm và có biểu hiện sốt nhẹ về chiều. Tuy nhiên các dấu hiệu trên cũng thường gặp ở nhiều bệnh khác nhau, chính vì vậy để có kết quả chuẩn đoán chính xác cần thiết phải làm những xét nghiệm chuyên biệt để có phác đồ điều trị phù hợp.",Multi-Choice,"['A', 'C']","Ông Lý sau khi tra các triệu chứng thấy mình có nhiều triệu chứng. Tuy nhiên, ông Lý có thể có tỷ lệ cao mắc bệnh khi gặp phải triệu chứng nào?",Họ kéo dài.,Đổ mồ hôi vào ban đêm.,Đau tức ngực.,Cơ thể suy nhược.
719,00200282,"Bệnh lao phổi thường gặp ở tất cả mọi lứa tuổi và giới tính, đặc biệt với những người sống trong môi trường tiếp xúc thường xuyên với những người bị lao phổi nếu không có biện pháp phòng tránh sẽ có khả năng nhiễm bệnh cao.",Single-Choice,['A'],"Bệnh lao phổi có khả năng nhiễm bệnh cao, điều đó khiến bệnh rất nguy hiểm vì có thể bắt gặp ở mọi lứa tuổi và giới tính. Vì sao bệnh lại dễ lây lan trong cộng đồng như vậy?",Do bệnh lây lan qua đường hô hấp.,"Do lây lao phổi thông qua những vết trầy, xước, các vết thương khi cọ xát với người bị bệnh.","Do bệnh lao, phổi sẽ tấn công ngay khi cơ thể người chưa nhiễm, cơ địa không tốt.",Do lượng vi khuẩn sinh ra từ cơ thể gốc có thể gây bệnh cho 10 đến 15 người khác.
720,00200283,"Bệnh lao phổi thường gặp ở tất cả mọi lứa tuổi và giới tính, đặc biệt với những người sống trong môi trường tiếp xúc thường xuyên với những người bị lao phổi nếu không có biện pháp phòng tránh sẽ có khả năng nhiễm bệnh cao.",Multi-Choice,"['A', 'B', 'D']","Bệnh lao phổi có mức độ bao phủ mục tiêu là quá rộng, từ mọi lứa tuổi và giới tính, ai cũng có thể là đối tượng nguy cơ của căn bệnh này. Đâu sẽ là cách phòng ngừa hiệu quả cho căn bệnh lao phổi để tránh nguy cơ nhiễm bệnh?",Tiêm vắc-xin sớm.,Người bệnh phải đeo khẩu trang.,Tạo được những điều kiện thông gió tốt.,Hạn chế tiếp xúc với người bệnh.
721,00200284,"Bệnh lao phổi thường gặp ở tất cả mọi lứa tuổi và giới tính, đặc biệt với những người sống trong môi trường tiếp xúc thường xuyên với những người bị lao phổi nếu không có biện pháp phòng tránh sẽ có khả năng nhiễm bệnh cao.",Multi-Choice,"['A', 'B', 'C']","Bệnh lao phổi rất dễ lây lan trong cộng đồng, không một ai có thể thoát khỏi vùng mục tiêu của căn bệnh này. Khi nào mà bạn nên lo lắng là mình đã nhiễm bệnh?",Tiếp xúc người bệnh nhưng không có khẩu trang.,Chưa tiêm phòng nhưng có cọ xát với nguồn bệnh.,Dùng bản chải răng với người bệnh.,Bị sốt sau khi làm việc tại bệnh viện lao.
722,00200285,"Để phòng ngừa bệnh lao, hiện nay có biện pháp hữu hiệu nhất là tiêm vắc xin phòng chống lao cho trẻ sơ sinh theo chương trình tiêm chủng quốc gia mở rộng. Ngoài ra việc duy trì thói quen sinh hoạt khoa học như: ăn uống, nghỉ ngơi hợp lý ; tránh xa các chất gây nghiện ; giữ gìn môi trường làm việc, nơi ở sách sẽ thoáng máy cũng là một trong những biện pháp phòng ngừa bệnh lao phổi hiệu quả.",Single-Choice,['D'],"Có nhiều cách phòng ngừa bệnh lao, bao gồm duy trì thói quen khoa học, nghỉ ngơi hợp lí, giữ gìn môi trường, nơi ở sạch sẻ. Vì sao giữ gìn nơi ở sạch sẽ, thoáng mát lại có thể phòng bệnh?",Tận dụng ánh nắng mặt trời càng nhiều càng tốt cho nơi ở.,"Thông thoáng tốt môi trường sống giúp cơ thể thư thả, tăng cường sức khỏe. .",Do bệnh lây qua đường không khí.,Tạo được những điều kiện thông gió tốt.
723,00200286,"Để phòng ngừa bệnh lao, hiện nay có biện pháp hữu hiệu nhất là tiêm vắc xin phòng chống lao cho trẻ sơ sinh theo chương trình tiêm chủng quốc gia mở rộng. Ngoài ra việc duy trì thói quen sinh hoạt khoa học như: ăn uống, nghỉ ngơi hợp lý ; tránh xa các chất gây nghiện ; giữ gìn môi trường làm việc, nơi ở sách sẽ thoáng máy cũng là một trong những biện pháp phòng ngừa bệnh lao phổi hiệu quả.",Multi-Choice,"['A', 'B', 'C']","Bệnh lao rất dễ lây nhiễm, nó có thể lây lan rất nhiều đường khác nhau, nhất là trong các chất gây nghiện. Lý do vì đâu mà phải tránh xa các chất gây nghiện để ngừa bệnh?",Vì có thể dùng chung đồ với người bệnh.,Vì chất gây nghiện có thể làm suy giảm cơ địa.,Vì chất gây nghiện có thể chứa vi khuẩn gây bệnh.,Vì chất gây nghiện là chất cấm.
724,00200287,"Để phòng ngừa bệnh lao, hiện nay có biện pháp hữu hiệu nhất là tiêm vắc xin phòng chống lao cho trẻ sơ sinh theo chương trình tiêm chủng quốc gia mở rộng. Ngoài ra việc duy trì thói quen sinh hoạt khoa học như: ăn uống, nghỉ ngơi hợp lý ; tránh xa các chất gây nghiện ; giữ gìn môi trường làm việc, nơi ở sách sẽ thoáng máy cũng là một trong những biện pháp phòng ngừa bệnh lao phổi hiệu quả.",Multi-Choice,"['A', 'C', 'D']","Kể cả khi thực hành tất cả các bước phòng chống, tuy chỉ thiếu bước tiêm phòng, bạn vẫn có nguy cơ mắc rất cao. Vì sao thiếu bước tiêm phòng thì tỉ lệ mắc bệnh vẫn là rất cao?",Vì có thể vô tình tiếp xúc với người bệnh.,Vì có thể tiếp xúc với khu vực ủ bệnh.,Vì bước tiêm phòng là bước phòng chống mạnh nhất.,Vì vi khuẩn có thể lan qua khi nhiều đường khác nhau.
725,00200288,"Khi có các biểu hiện như sốt nhẹ về chiều, ra mồ hôi về đêm hay chán ăn, mệt mỏi, khó thở, đau ngực bác sĩ sẽ tiến hành khám phổi và khám toàn thân. Trên cơ sở khám lâm sàng, bệnh nhân cần làm một số xét nghiệm sau để có kết luận chính xác: Chụp X-quang phổi. Nếu có thể tiến hành xét nghiệm Xpert MTB / RIF. Tìm AFB thông qua phương pháp nhuộm soi đờm trực tiếp.",Single-Choice,['B'],"Sau một vài kết luận, các bác sĩ sẽ yêu cầu lấy mẫu đờm để xét nghiệm. Vì sao mẫu đờm lại là thứ cần thiết cho các bác sĩ chẩn đoán AFB?",Do đờm hình thành từ cơ sở nhiễm trùng.,Vì có thể quan sát vi khuẩn trên đờm.,Vì đờm liên quan đến cổ - nơi bệnh lao có thể phát triển.,Do các bệnh hô hấp đều liên quan đến đờm.
726,00200289,"Khi có các biểu hiện như sốt nhẹ về chiều, ra mồ hôi về đêm hay chán ăn, mệt mỏi, khó thở, đau ngực bác sĩ sẽ tiến hành khám phổi và khám toàn thân. Trên cơ sở khám lâm sàng, bệnh nhân cần làm một số xét nghiệm sau để có kết luận chính xác: Chụp X-quang phổi. Nếu có thể tiến hành xét nghiệm Xpert MTB / RIF. Tìm AFB thông qua phương pháp nhuộm soi đờm trực tiếp.",Multi-Choice,"['A', 'B']",Các bệnh nhân nghi mắc lao phổi cần phải làm xét nghiệm để chuẩn đoán chuẩn xác. Vì sao cần phải làm xét nghiệm mới có thể kết luận chính xác được?,Vì các biểu hiện ban đầu rất nhẹ và khó nhận biết.,Vì các biểu hiện có thể nhầm với các bệnh khác.,Vì bệnh có quá nhiều biểu hiện.,Vì bệnh lao phổi cần phải làm X-quang.
727,00200290,"Khi có các biểu hiện như sốt nhẹ về chiều, ra mồ hôi về đêm hay chán ăn, mệt mỏi, khó thở, đau ngực bác sĩ sẽ tiến hành khám phổi và khám toàn thân. Trên cơ sở khám lâm sàng, bệnh nhân cần làm một số xét nghiệm sau để có kết luận chính xác: Chụp X-quang phổi. Nếu có thể tiến hành xét nghiệm Xpert MTB / RIF. Tìm AFB thông qua phương pháp nhuộm soi đờm trực tiếp.",Multi-Choice,"['A', 'B']","Các bác sĩ có thể đưa ra nhiều phương án và biện pháp xét nghiệm để quan sát, theo dõi lao phổi. Phương pháp nào được xem là mang lại hiệu quả cao?",Chụp X-quang phổi.,Xpert MTB - RIF.,Nhuộm soi đờm tìm AFB.,MGIT - BACTEC .
728,00200291,"Bệnh lao phổi có chữa được không ? Đối với các bệnh nhân bị lao phổi tùy từng thể trạng cơ thể mà có biện pháp điều trị khác nhau, tuy nhiên phương pháp điều trị hữu hiệu nhất là sử dụng thuốc đặc trị lao với 2 loại chính như sau: Thuốc chống lao thiết yếu: isoniazid, rifampicin, ryrazinamid, streptomycin, ethambutol. Thuốc chốn lao hàng 2: kanamycin, amikacin, capreomycin ; nhóm fluoroquinolones ( Levofloxacin ®, Moxifloxacin ®, Gatifloxacin ®, Ciprofloxacin ®, Ofloxacin ® ) và một số thuốc khác. Bên cạnh việc sử dụng thuốc, việc duy trì thói quen sinh hoạt khoa học cũng là một biện pháp quan trọng giúp hạn chế sự phát triển của vi khuẩn lao. Bệnh lao phổi có thể điều trị khỏi tuy nhiên tỷ lệ lao phổi tái phát tương đối cao ( 7 % ). Đó là tình trạng người bệnh nhiễm lao phổi đã điều trị khỏi nhưng lại bị mắc lại. Chính vì vậy, để ngăn chặn tình trạng lao phổi tái phát, người bệnh cần tuân thủ các biện pháp như: hạn chế tối đa với người bị lao phổi, tăng cường sức đề kháng của cơ thể.",Single-Choice,['C'],"Bệnh lao phổi có khả năng mắc lại bệnh rất cao, cao hơn so với trước khi nhiễm bệnh. Vì sao bệnh nhân mắc lần 2 vẫn có khả năng mắc lại mà tỉ lệ còn cao hơn mắc lần đầu như vậy?",Tuân thủ trị lao kém do xem nhẹ các triệu chứng.,Do thói quen hút làm giảm các sức khỏe.,Vì tương tác với người bệnh.,Do cơ thể có các bệnh đi kèm làm cơ địa yếu.
729,00200292,"Bệnh lao phổi có chữa được không ? Đối với các bệnh nhân bị lao phổi tùy từng thể trạng cơ thể mà có biện pháp điều trị khác nhau, tuy nhiên phương pháp điều trị hữu hiệu nhất là sử dụng thuốc đặc trị lao với 2 loại chính như sau: Thuốc chống lao thiết yếu: isoniazid, rifampicin, ryrazinamid, streptomycin, ethambutol. Thuốc chốn lao hàng 2: kanamycin, amikacin, capreomycin ; nhóm fluoroquinolones ( Levofloxacin ®, Moxifloxacin ®, Gatifloxacin ®, Ciprofloxacin ®, Ofloxacin ® ) và một số thuốc khác. Bên cạnh việc sử dụng thuốc, việc duy trì thói quen sinh hoạt khoa học cũng là một biện pháp quan trọng giúp hạn chế sự phát triển của vi khuẩn lao. Bệnh lao phổi có thể điều trị khỏi tuy nhiên tỷ lệ lao phổi tái phát tương đối cao ( 7 % ). Đó là tình trạng người bệnh nhiễm lao phổi đã điều trị khỏi nhưng lại bị mắc lại. Chính vì vậy, để ngăn chặn tình trạng lao phổi tái phát, người bệnh cần tuân thủ các biện pháp như: hạn chế tối đa với người bị lao phổi, tăng cường sức đề kháng của cơ thể.",Multi-Choice,"['A', 'C']","Có nhiều loại thuốc giúp chữa bệnh lao như Levofloxacin, Moxifloxacin, Gatifloxacin,... Tuy nhiên, loại thuốc chống lao (tùy theo bệnh nhân) để tiêm vào là?",Kanamycin.,Ciprofloxacin.,Capreomycin.,Ofloxacin.
730,00200293,"Bệnh lao phổi có chữa được không ? Đối với các bệnh nhân bị lao phổi tùy từng thể trạng cơ thể mà có biện pháp điều trị khác nhau, tuy nhiên phương pháp điều trị hữu hiệu nhất là sử dụng thuốc đặc trị lao với 2 loại chính như sau: Thuốc chống lao thiết yếu: isoniazid, rifampicin, ryrazinamid, streptomycin, ethambutol. Thuốc chốn lao hàng 2: kanamycin, amikacin, capreomycin ; nhóm fluoroquinolones ( Levofloxacin ®, Moxifloxacin ®, Gatifloxacin ®, Ciprofloxacin ®, Ofloxacin ® ) và một số thuốc khác. Bên cạnh việc sử dụng thuốc, việc duy trì thói quen sinh hoạt khoa học cũng là một biện pháp quan trọng giúp hạn chế sự phát triển của vi khuẩn lao. Bệnh lao phổi có thể điều trị khỏi tuy nhiên tỷ lệ lao phổi tái phát tương đối cao ( 7 % ). Đó là tình trạng người bệnh nhiễm lao phổi đã điều trị khỏi nhưng lại bị mắc lại. Chính vì vậy, để ngăn chặn tình trạng lao phổi tái phát, người bệnh cần tuân thủ các biện pháp như: hạn chế tối đa với người bị lao phổi, tăng cường sức đề kháng của cơ thể.",Multi-Choice,"['A', 'C', 'D']","Bệnh lao phổi có nhiều cách phòng ngừa tái phát, bao gồm sử dụng thuốc, duy trì thói quen sinh hoạt,... Vì sao duy trì thói quen sinh hoạt khoa học có thể giúp ngừa lao phổi hiệu quả?",Giúp đảm bảo cho cơ địa không bị suy nhược.,Tạo môi trường thoáng khí nơi ở.,Tăng cường sức đề kháng.,Khó mắc các bệnh đi kèm.
